stimulus,seconddur,milliseconddur,syllables,speech_rate,pitAve_Hz,pitAve_semi,pitSD_Hz,pitSD_semi,pitMax_Hz,pitMin_Hz,pitMax_semi,pitMin_semi,creak,n_creaky_seg,creak_seconddur_total,prop_creak,NC_pitAve_Hz,NC_pitAve_semi,NC_pitSD_Hz,NC_pitSD_semi,NC_pitMax_Hz,NC_pitMin_Hz,NC_pitMax_semi,NC_pitMin_semi,s_seconddur,s_milliseconddur,f2_raw,f2_norm,vowel,vowel_class,cog,sdev,skew,kurt
audio/723_SN2_low.wav,1.2608125,1260.8125,7,5.551975413,107.0916942,0.730990172,25.161887,3.998882678,168.9319006,59.52986557,9.077301458,-8.979773501,No,0,0,0,107.0916942,0.730990172,25.161887,3.998882678,168.9319006,59.52986557,9.077301458,-8.979773501,0.074645833,74.64583333,1539.124346,-0.220148257,aʊ,back,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN2_high.wav,1.2608125,1260.8125,7,5.551975413,106.828706,0.683395134,25.29973985,4.016918685,168.9319006,59.52986557,9.077301458,-8.979773501,No,0,0,0,106.828706,0.683395134,25.29973985,4.016918685,168.9319006,59.52986557,9.077301458,-8.979773501,0.074645833,74.64583333,1539.124346,-0.220148257,aʊ,back,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_SN19_mid.wav,1.573958333,1573.958333,7,4.447385837,100.2699688,-0.116527256,13.30133418,2.450504544,119.657165,54.29565093,3.10688144,-10.57309742,Yes,1,0.04,0.025413633,99.4773335,-0.294206142,14.37949673,2.776152668,119.8137191,50.67826039,3.12951733,-11.76673311,0.0671875,67.1875,1832.656938,0.672758838,eɪ,front,6924.070828,1391.062935,1.081267583,2.596122282
audio/723_SN19_low.wav,1.573958333,1573.958333,7,4.447385837,100.2699639,-0.116528129,13.30133526,2.450504668,119.657165,54.29565093,3.10688144,-10.57309742,Yes,1,0.04,0.025413633,99.47733331,-0.294206177,14.37949676,2.77615267,119.8137191,50.67826039,3.12951733,-11.76673311,0.0671875,67.1875,1832.656938,0.672758838,eɪ,front,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN19_high.wav,1.573958333,1573.958333,7,4.447385837,100.2699332,-0.116533585,13.30134204,2.450505445,119.657165,54.29565093,3.10688144,-10.57309742,Yes,1,0.04,0.025413633,99.47733133,-0.294206529,14.37949705,2.776152692,119.8137191,50.67826039,3.12951733,-11.76673311,0.0671875,67.1875,1832.656938,0.672758838,eɪ,front,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_SN18_mid.wav,1.829145833,1829.145833,7,3.826922858,100.3619226,-0.153705858,15.59644364,2.789456412,124.3253881,69.18505569,3.769451223,-6.37761183,Yes,4,0.19,0.10387362,103.4742215,0.408400865,14.50429035,2.599096786,124.3051354,55.2889436,3.766630797,-10.25924506,0.154666667,154.6666667,1620.70063,0.028001504,ɛ,front,6924.070828,1391.062935,1.081267583,2.596122282
audio/723_SN18_low.wav,1.829145833,1829.145833,7,3.826922858,100.3619779,-0.153727397,15.59727353,2.789686366,124.3253881,69.18505569,3.769451223,-6.37761183,Yes,4,0.19,0.10387362,103.4742819,0.408411149,14.50428256,2.599096268,124.3051354,55.2889436,3.766630797,-10.25924506,0.154666667,154.6666667,1620.70063,0.028001504,ɛ,front,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN18_high.wav,1.829145833,1829.145833,7,3.826922858,100.363374,-0.153381741,15.59452878,2.788926618,124.3253881,69.18505569,3.769451223,-6.37761183,Yes,4,0.19,0.10387362,103.4742382,0.40840371,14.5042882,2.599096642,124.3051354,55.2889436,3.766630797,-10.25924506,0.154666667,154.6666667,1620.70063,0.028001504,ɛ,front,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_SN17_mid.wav,1.711708333,1711.708333,9,5.257905114,114.2107227,2.122402904,16.64020614,2.497163993,151.6748085,84.87267996,7.211777884,-2.839534342,Yes,2,0.08,0.046736934,115.1364872,2.27136085,16.41914266,2.427711226,153.5141256,84.68485408,7.420456936,-2.877889546,0.148520833,148.5208333,1855.153182,0.741190951,u,back,6924.070828,1391.062935,1.081267583,2.596122282
audio/723_SN17_low.wav,1.711708333,1711.708333,9,5.257905114,114.2127327,2.122785745,16.63741373,2.49656837,151.6748085,84.87267996,7.211777884,-2.839534342,Yes,2,0.08,0.046736934,115.1348237,2.27102411,16.4222099,2.428411473,153.5141256,84.68485408,7.420456936,-2.877889546,0.148520833,148.5208333,1855.153182,0.741190951,u,back,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN17_high.wav,1.711708333,1711.708333,9,5.257905114,114.2094219,2.122152507,16.64210059,2.497570868,151.6748085,84.87267996,7.211777884,-2.839534342,Yes,2,0.08,0.046736934,115.1347803,2.271010947,16.42243457,2.428466994,153.5141256,84.68485408,7.420456936,-2.877889546,0.148520833,148.5208333,1855.153182,0.741190951,u,back,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_SN16_mid.wav,1.200354167,1200.354167,8,6.664699655,99.19101851,-0.335370326,14.96629694,2.623880716,126.9124781,71.63924283,4.126007076,-5.774136069,Yes,1,0.05,0.041654373,99.79664092,-0.224978194,14.840834,2.593339602,126.867928,71.71755272,4.119928854,-5.755222034,0.101104167,101.1041667,1251.21227,-1.095958104,ʌ,back,6924.070828,1391.062935,1.081267583,2.596122282
audio/723_SN16_low.wav,1.200354167,1200.354167,8,6.664699655,98.98974273,-0.371211235,14.98955757,2.626561261,126.9124781,71.63924283,4.126007076,-5.774136069,Yes,1,0.05,0.041654373,99.59132733,-0.261808823,14.88201618,2.599715602,126.867928,71.71755272,4.119928854,-5.755222034,0.101104167,101.1041667,1251.21227,-1.095958104,ʌ,back,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN16_high.wav,1.200354167,1200.354167,8,6.664699655,99.33501317,-0.306717227,14.86942703,2.59956173,126.9124781,71.63924283,4.126007076,-5.774136069,Yes,1,0.05,0.041654373,99.58981549,-0.262148028,14.88437408,2.600271758,126.867928,71.71755272,4.119928854,-5.755222034,0.101104167,101.1041667,1251.21227,-1.095958104,ʌ,back,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_SN15_mid.wav,1.094916667,1094.916667,7,6.393180607,136.2421506,5.250853444,13.84817105,1.993371498,152.0958703,82.99270425,7.259771783,-3.227322934,No,0,0,0,136.2421506,5.250853444,13.84817105,1.993371498,152.0958703,82.99270425,7.259771783,-3.227322934,0.105145833,105.1458333,1191.40419,-1.277890399,oʊ,back,6924.070828,1391.062935,1.081267583,2.596122282
audio/723_SN15_low.wav,1.094916667,1094.916667,7,6.393180607,136.2494011,5.251796954,13.84631334,1.993229853,152.0958703,82.99270425,7.259771783,-3.227322934,No,0,0,0,136.2494011,5.251796954,13.84631334,1.993229853,152.0958703,82.99270425,7.259771783,-3.227322934,0.105145833,105.1458333,1191.40419,-1.277890399,oʊ,back,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN15_high.wav,1.094916667,1094.916667,7,6.393180607,136.2472161,5.251491297,13.8487145,1.993452195,152.0958703,82.99270425,7.259771783,-3.227322934,No,0,0,0,136.2472161,5.251491297,13.8487145,1.993452195,152.0958703,82.99270425,7.259771783,-3.227322934,0.105145833,105.1458333,1191.40419,-1.277890399,oʊ,back,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_SN14_mid.wav,1.246895833,1246.895833,8,6.4159329,123.3672712,3.043063041,34.43583221,4.440587397,200.5588021,89.40934038,12.04830341,-1.938030488,No,0,0,0,123.3672712,3.043063041,34.43583221,4.440587397,200.5588021,89.40934038,12.04830341,-1.938030488,0.091791667,91.79166667,2171.073213,1.702199177,i,front,6924.070828,1391.062935,1.081267583,2.596122282
audio/723_SN14_low.wav,1.246895833,1246.895833,8,6.4159329,123.3672464,3.043059016,34.43584452,4.440589182,200.5588021,89.40934038,12.04830341,-1.938030488,No,0,0,0,123.3672464,3.043059016,34.43584452,4.440589182,200.5588021,89.40934038,12.04830341,-1.938030488,0.091791667,91.79166667,2171.073213,1.702199177,i,front,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN14_high.wav,1.246895833,1246.895833,8,6.4159329,123.3682497,3.043227304,34.43524745,4.440493113,200.5588021,89.40934038,12.04830341,-1.938030488,No,0,0,0,123.3682497,3.043227304,34.43524745,4.440493113,200.5588021,89.40934038,12.04830341,-1.938030488,0.091791667,91.79166667,2171.073213,1.702199177,i,front,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_SN13_mid.wav,0.966916667,966.9166667,6,6.205291735,145.7009286,6.004786423,37.12833643,4.207777072,215.0339569,96.85418994,13.254774,-0.5533636,Yes,1,0.04,0.041368612,146.1745397,6.077567412,36.62914719,4.143277847,215.0172943,96.98107268,13.25343244,-0.530698606,0.10575,105.75,2171.279664,1.702827188,i,front,6924.070828,1391.062935,1.081267583,2.596122282
audio/723_SN13_low.wav,0.966916667,966.9166667,6,6.205291735,145.7875696,6.012335056,37.26198905,4.218358543,215.0339569,96.85418994,13.254774,-0.5533636,Yes,1,0.04,0.041368612,146.2136845,6.065507908,37.28045515,4.212951408,215.0172943,96.98107268,13.25343244,-0.530698606,0.10575,105.75,2171.279664,1.702827188,i,front,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN13_high.wav,0.966916667,966.9166667,6,6.205291735,143.8976688,5.812073422,36.03867152,4.105349327,215.0339569,96.85418994,13.254774,-0.5533636,Yes,1,0.04,0.041368612,146.2502908,6.068770912,37.33300625,4.217123381,215.0172943,96.98107268,13.25343244,-0.530698606,0.10575,105.75,2171.279664,1.702827188,i,front,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_SN10_mid.wav,1.8418125,1841.8125,10,5.429434321,98.83450084,-0.331188895,12.32496534,2.100264597,127.2311639,75.60183575,4.169425031,-4.842081944,Yes,1,0.03,0.016288303,98.70241362,-0.354598426,12.32727828,2.101613913,127.2306802,75.60183575,4.169359218,-4.842081944,0.084979167,84.97916667,1624.446439,0.039396012,ɛ,front,6924.070828,1391.062935,1.081267583,2.596122282
audio/723_SN10_low.wav,1.8418125,1841.8125,10,5.429434321,98.815323,-0.334317872,12.31350849,2.098216646,127.2311639,75.60183575,4.169425031,-4.842081944,Yes,1,0.03,0.016288303,98.6834271,-0.357696197,12.31573402,2.09955312,127.2306802,75.60183575,4.169359218,-4.842081944,0.084979167,84.97916667,1624.446439,0.039396012,ɛ,front,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN10_high.wav,1.8418125,1841.8125,10,5.429434321,98.76395352,-0.344634486,12.37848668,2.108386403,127.2311639,75.60183575,4.169425031,-4.842081944,Yes,1,0.03,0.016288303,98.63121766,-0.368149037,12.3794794,2.109506817,127.2306802,75.60183575,4.169359218,-4.842081944,0.084979167,84.97916667,1624.446439,0.039396012,ɛ,front,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_SN1_mid.wav,1.509,1509,8,5.301524188,97.95014316,-0.676961861,21.3034677,3.165353469,179.6205443,80.32917966,10.13942843,-3.792047417,No,0,0,0,97.95014316,-0.676961861,21.3034677,3.165353469,179.6205443,80.32917966,10.13942843,-3.792047417,0.113833333,113.8333333,1250.235585,-1.098929116,ɒ,back,6924.070828,1391.062935,1.081267583,2.596122282
audio/723_SN1_low.wav,1.509,1509,8,5.301524188,97.95014316,-0.676961861,21.3034677,3.165353469,179.6205443,80.32917966,10.13942843,-3.792047417,No,0,0,0,97.95014316,-0.676961861,21.3034677,3.165353469,179.6205443,80.32917966,10.13942843,-3.792047417,0.113833333,113.8333333,1250.235585,-1.098929116,ɒ,back,5660.636562,2168.474511,0.718187768,0.45342654
audio/723_SN1_high.wav,1.509,1509,8,5.301524188,97.95014316,-0.676961861,21.3034677,3.165353469,179.6205443,80.32917966,10.13942843,-3.792047417,No,0,0,0,97.95014316,-0.676961861,21.3034677,3.165353469,179.6205443,80.32917966,10.13942843,-3.792047417,0.113833333,113.8333333,1250.235585,-1.098929116,ɒ,back,8211.214301,2536.674008,-0.721734424,0.487498407
audio/723_CN9.wav,1.570375,1570.375,8,5.094324604,105.3493787,0.549238346,23.0063625,3.401217018,172.6533436,77.35673847,9.45453928,-4.444813512,No,0,0,0,105.3493787,0.549238346,23.0063625,3.401217018,172.6533436,77.35673847,9.45453928,-4.444813512,,,,,,,,,,
audio/723_CN8.wav,1.685020833,1685.020833,8,4.74771578,91.43219285,-1.67372929,11.15098291,2.064574647,126.0425339,65.95189648,4.006927955,-7.206167393,Yes,2,0.11,0.065281092,92.45204552,-1.479516103,11.12762945,2.052292462,123.3818096,65.92370242,3.637556532,-7.213569901,,,,,,,,,,
audio/723_CN7.wav,2.2636875,2263.6875,12,5.301085066,106.4340244,0.924370476,14.42817305,2.325797675,139.6152391,84.28743349,5.777477058,-2.959326488,Yes,1,0.03,0.013252713,107.3674343,1.085656211,14.06592868,2.250194163,139.5684463,84.30338777,5.771673763,-2.956049847,,,,,,,,,,
audio/723_CN5.wav,2.197854167,2197.854167,7,3.18492469,102.7099693,0.300021498,14.07904447,2.396922044,140.0780899,72.50848199,5.834775796,-5.565339895,Yes,1,0.04,0.01819957,103.2454937,0.395652571,13.90443883,2.356339698,140.2072025,72.47664151,5.850725555,-5.57294389,,,,,,,,,,
audio/723_CN4.wav,1.524625,1524.625,9,5.903090924,108.3822812,1.194099387,16.31133477,2.670920813,139.5813085,72.01491799,5.773269143,-5.683587614,No,0,0,0,108.3822812,1.194099387,16.31133477,2.670920813,139.5813085,72.01491799,5.773269143,-5.683587614,,,,,,,,,,
audio/723_CN3.wav,1.115520833,1115.520833,4,3.585768979,105.7421651,0.827368303,13.54032111,2.215302097,126.134961,89.06938536,4.019618455,-2.003981476,Yes,2,0.111347,0.099816155,105.3180797,0.75532486,13.61540259,2.233611561,126.1331374,84.92572126,4.019368167,-2.82871835,,,,,,,,,,
audio/723_CN21.wav,1.673291667,1673.291667,11,6.573868871,99.4811296,-0.164285592,9.073052154,1.635129021,119.7636752,61.43354166,3.122284798,-8.434818449,No,0,0,0,99.4811296,-0.164285592,9.073052154,1.635129021,119.7636752,61.43354166,3.122284798,-8.434818449,,,,,,,,,,
audio/723_CN20.wav,1.320416667,1320.416667,8,6.058693594,112.4556083,1.616839266,24.61704849,3.858373631,153.4546548,72.28611739,7.413748902,-5.618513902,Yes,1,0.295387,0.223707416,117.2754843,2.443587677,22.2830675,3.375842969,153.4519153,72.42852313,7.413439835,-5.584441643,,,,,,,,,,
audio/723_CN2.wav,1.059083333,1059.083333,6,5.665276576,111.8967022,1.591285968,23.86441136,3.488628527,174.6281867,79.01003291,9.651437311,-4.078706792,No,0,0,0,111.8967022,1.591285968,23.86441136,3.488628527,174.6281867,79.01003291,9.651437311,-4.078706792,,,,,,,,,,
audio/723_CN19.wav,1.469875,1469.875,7,4.76230972,103.3271694,0.391125479,14.50972449,2.506649049,123.0464245,74.29743916,3.590432836,-5.14338731,Yes,1,0.06,0.040819798,104.4421908,0.590827898,14.02715979,2.411029283,123.0464245,74.29743916,3.590432836,-5.14338731,,,,,,,,,,
audio/723_CN18.wav,2.018583333,2018.583333,8,3.963175494,101.0430134,0.053461757,12.41721874,2.089127142,124.1904413,78.86482205,3.750649637,-4.110554048,Yes,2,0.235307,0.116570367,101.229891,0.085572456,12.43436375,2.088623303,123.7807505,78.78194906,3.693443693,-4.128755823,,,,,,,,,,
audio/723_CN17.wav,1.553791667,1553.791667,10,6.435869245,108.7141076,1.220047756,18.47438988,2.768944705,158.6655546,83.57279322,7.991867539,-3.106736876,Yes,1,0.03,0.019307608,108.6859046,1.208697752,18.75857853,2.810362587,158.6655546,83.57279322,7.991867539,-3.106736876,,,,,,,,,,
audio/723_CN16.wav,1.011833333,1011.833333,7,6.918135398,138.5234011,4.950405227,34.00466157,5.33377758,174.7893125,65.28598284,9.66740369,-7.381857867,No,0,0,0,138.5234011,4.950405227,34.00466157,5.33377758,174.7893125,65.28598284,9.66740369,-7.381857867,,,,,,,,,,
audio/723_CN15.wav,0.913,913,6,6.571741512,144.3116694,6.192440786,18.52466193,2.442565378,168.8668897,99.72804083,9.070637784,-0.047146636,No,0,0,0,144.3116694,6.192440786,18.52466193,2.442565378,168.8668897,99.72804083,9.070637784,-0.047146636,,,,,,,,,,
audio/723_CN14.wav,1.271583333,1271.583333,8,6.291369028,101.6525076,0.097699642,14.9948148,2.56327889,127.2023526,66.02311143,4.165504237,-7.187483588,Yes,1,0.07,0.055049479,103.7606421,0.479727554,14.23888341,2.366004695,127.3137082,78.75569074,4.18065319,-4.134527054,,,,,,,,,,
audio/723_CN13.wav,0.997020833,997.0208333,6,6.017928412,132.1951945,4.787227039,9.511994924,1.267824442,152.5284262,108.3049861,7.308937658,1.381195957,No,0,0,0,132.1951945,4.787227039,9.511994924,1.267824442,152.5284262,108.3049861,7.308937658,1.381195957,,,,,,,,,,
